	184	185	194	195	196	197	198	199	200	201	202	272	276	277	278	280	281	282	313	317	318	319	322	323	324	327	328	329	332	333	334	355	356	357	358	359	360	365	366	367	370	371	372	390	399	428	431	432	490	494	502	AC4	AC5	AC6	Epi	L4	L5	L6	N4	N5	N6
SA1755	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yent2	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yent1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
esaC	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scn	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SA1754	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ebh	0	1	0	0	0	0	0	0	15	15	15	7	2	1	2	1	1	2	1	12	12	12	0	0	0	0	0	0	8	8	8	13	13	13	9	9	9	1	1	1	1	1	1	0	1	0	8	11	1	1	2	5	5	5	1	5	5	5	5	5	5
ebhA	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
atlE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
atl	0	1	0	0	0	0	0	0	0	0	0	0	6	6	6	6	6	6	1	1	1	1	0	0	0	0	0	0	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	1	0	0	1	5	1	6	6	6	6	1	6	6	6	6	6	6
sdrG	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
lip	0	1	0	0	0	0	0	0	0	0	0	1	4	3	4	3	3	4	1	1	1	1	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	0	1	1	4	1	3	1	1	1	1	1	1	1	1	1	1
geh	0	1	0	0	0	0	0	0	0	0	0	2	6	0	6	0	0	6	1	1	1	1	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	1	1	1	1	1	1	1	1	0	1	2	6	1	0	6	6	6	1	6	6	6	6	6	6
sspB	0	1	0	0	0	0	0	0	0	0	0	1	3	3	3	3	3	3	1	1	1	1	0	0	0	0	0	0	2	2	2	3	3	3	3	3	3	2	2	2	2	2	2	1	1	0	0	1	2	1	3	3	3	3	1	3	3	3	3	3	3
sdrH	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
SE2319	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
sspA	0	2	0	0	0	0	0	0	0	0	0	2	5	2	5	2	2	5	2	1	1	1	0	0	0	0	0	0	2	2	2	3	3	3	3	3	3	0	0	0	0	0	0	0	2	0	2	1	3	2	2	3	3	3	2	3	3	3	3	3	3
icaR	0	1	0	0	0	0	0	0	4	4	4	0	4	4	4	4	4	4	0	4	4	4	0	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	0	0	0	4	4	1	4	4	4	4	0	4	4	4	4	4	4
icaD	0	1	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hld	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
sdrF	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0
cna	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sraP	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	0	2	2	2	2	2	2
essC	0	0	0	0	0	0	0	0	3	3	3	0	3	3	3	3	3	3	0	1	1	1	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	1	3	0	2	1	1	1	0	1	1	1	1	1	1
esaA	0	0	0	0	0	0	0	0	2	2	2	0	5	3	5	3	3	5	0	2	2	2	0	0	0	0	0	0	4	4	4	4	3	4	4	4	4	0	0	0	0	0	0	0	0	0	0	2	5	0	3	1	1	1	0	1	1	1	1	1	1
fnbA	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	3	0	3	3	3	3	3	3
capD	0	0	0	0	0	0	0	0	2	2	2	0	2	3	2	3	3	2	0	1	1	1	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	0	0	0	0	1	3	0	3	3	3	3	0	3	3	3	3	3	3
sbnF	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
SaurJH1_0143	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
SAOUHSC_00117	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
cap8D	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
sfaB	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
sbnE	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1
clfB	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	3	3	3	3	3	3
sbi	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1
cap5K	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
capL	0	0	0	0	0	0	0	0	2	2	2	0	1	1	1	1	1	1	0	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	0	0	0	0	2	1	0	1	1	1	1	0	1	1	1	1	1	1
sfaA	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1
capK	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
capE	0	0	0	0	0	0	0	0	3	3	3	0	2	3	2	3	3	2	0	3	3	3	0	0	0	0	0	0	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	0	0	0	0	3	3	0	3	3	3	3	0	3	3	3	3	3	3
cap5E	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	0	1	1	1	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	2	0	2	2	2	2	0	2	2	2	2	2	2
SAOUHSC_00118	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
isdF	0	0	0	0	0	0	0	0	1	1	1	0	2	2	2	2	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	1	2	0	2	2	2	2	0	2	2	2	2	2	2
htsC	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1
hlgC	0	0	0	0	0	0	0	0	1	1	1	0	5	0	5	0	0	5	0	1	1	1	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	1	6	0	0	5	5	5	0	5	5	5	5	5	5
lu	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
cap5D	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
sbnG	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1
srtB	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	0	1	1	1	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	1	2	0	2	2	2	2	0	2	2	2	2	2	2
capH	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
cap5H	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
cap5M	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
cap8M	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
cap8A	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1
SAS1866	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isdI	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sspC	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
isdG	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
esxA	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
esaB	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ebp	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	2	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	2	1	1	0	1	3	3	3	2	3	3	3	3	3	3
hlb	0	0	0	0	0	0	0	0	0	0	0	1	12	0	12	0	0	12	1	2	2	2	0	0	0	0	0	0	12	12	12	9	9	9	9	10	9	3	3	3	3	3	3	0	1	0	0	1	12	0	3	12	12	12	1	12	12	12	12	12	12
sasC	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
isdH	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hysA	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	1	1	1	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	1	2	0	0	1	1	1	0	1	1	1	1	1	1
sdrE	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	3	3	3	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	4	4	0	4	4	4	4	4	4
sfaD	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
aur	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
